annotation_id,split,selection_category,sample_key,visual_path,sample_class,sample_id,semantic_class,counts_as_active_fire_yes_no_uncertain,visible_flame_yes_no_uncertain,residual_heat_or_hot_ground_yes_no_uncertain,smoke_occlusion_yes_no_uncertain,registration_mismatch_yes_no_uncertain,pseudo_label_semantic_ambiguity_yes_no,pseudo_label_missing_active_fire_yes_no_uncertain,pixel_mask_status,completed_mask_path,notes,timestamp,time_block_id,space_cluster_id,selection_reason,previously_reviewed_yes_no,prior_audit_ids,prior_primary_causes,prior_counts_as_active_fire,max_temperature_c,mean_temperature_c,fire_ratio,ignore_ratio,noncore_hot_ratio,corrected_rgb_path,raw_thermal_path,thermal_tiff_path,pseudo_label_path,pseudo_mask_seed_path
A026,val,reviewed_validation,fire/00181,C:\Users\钱鹏程QQ78293044\Documents\论文2\flame3_semantic_annotation_subset_150_20260808_final\visuals\A026_fire_00181.jpg,Fire,00181,,,,,,,,,not_started,,,2022-10-25 16:54:25,0a,,Previously reviewed Fusion FN/FP/TP validation image retained for full-image semantic adjudication and optional pixel annotation.,yes,036_FP,热地面或余热,no,187.42364501953125,14.24634838104248,0.0,0.0,0.023614501953125,G:\xiaz\FLAME 3 CV Dataset (Sycan Marsh)\Fire\RGB\Corrected FOV\00181.JPG,G:\xiaz\FLAME 3 CV Dataset (Sycan Marsh)\Fire\Thermal\Raw JPG\00181.JPG,G:\xiaz\FLAME 3 CV Dataset (Sycan Marsh)\Fire\Thermal\Celsius TIFF\00181.TIFF,G:\py2\experiments\flame3_temperature_pseudolabels_preregistered\train_mask_templates\fire\00181.png,C:\Users\钱鹏程QQ78293044\Documents\论文2\flame3_semantic_annotation_subset_150_20260808_final\pseudo_mask_seeds\A026.png
A027,val,reviewed_validation,fire/00533,C:\Users\钱鹏程QQ78293044\Documents\论文2\flame3_semantic_annotation_subset_150_20260808_final\visuals\A027_fire_00533.jpg,Fire,00533,,,,,,,,,not_started,,,2022-10-25 16:53:58,0a,,Previously reviewed Fusion FN/FP/TP validation image retained for full-image semantic adjudication and optional pixel annotation.,yes,037_FP;043_FP,热地面或余热,no,187.42364501953125,15.040399551391602,0.0,0.0,0.0246734619140625,G:\xiaz\FLAME 3 CV Dataset (Sycan Marsh)\Fire\RGB\Corrected FOV\00533.JPG,G:\xiaz\FLAME 3 CV Dataset (Sycan Marsh)\Fire\Thermal\Raw JPG\00533.JPG,G:\xiaz\FLAME 3 CV Dataset (Sycan Marsh)\Fire\Thermal\Celsius TIFF\00533.TIFF,G:\py2\experiments\flame3_temperature_pseudolabels_preregistered\train_mask_templates\fire\00533.png,C:\Users\钱鹏程QQ78293044\Documents\论文2\flame3_semantic_annotation_subset_150_20260808_final\pseudo_mask_seeds\A027.png
A028,val,reviewed_validation,fire/00322,C:\Users\钱鹏程QQ78293044\Documents\论文2\flame3_semantic_annotation_subset_150_20260808_final\visuals\A028_fire_00322.jpg,Fire,00322,,,,,,,,,not_started,,,2022-10-25 16:53:55,0a,,Previously reviewed Fusion FN/FP/TP validation image retained for full-image semantic adjudication and optional pixel annotation.,yes,038_FP;045_FP,热地面或余热,no,187.42364501953125,14.256622314453125,0.0,0.0,0.0205078125,G:\xiaz\FLAME 3 CV Dataset (Sycan Marsh)\Fire\RGB\Corrected FOV\00322.JPG,G:\xiaz\FLAME 3 CV Dataset (Sycan Marsh)\Fire\Thermal\Raw JPG\00322.JPG,G:\xiaz\FLAME 3 CV Dataset (Sycan Marsh)\Fire\Thermal\Celsius TIFF\00322.TIFF,G:\py2\experiments\flame3_temperature_pseudolabels_preregistered\train_mask_templates\fire\00322.png,C:\Users\钱鹏程QQ78293044\Documents\论文2\flame3_semantic_annotation_subset_150_20260808_final\pseudo_mask_seeds\A028.png
A029,val,reviewed_validation,fire/00278,C:\Users\钱鹏程QQ78293044\Documents\论文2\flame3_semantic_annotation_subset_150_20260808_final\visuals\A029_fire_00278.jpg,Fire,00278,,,,,,,,,not_started,,,2022-10-25 16:53:52,0a,,Previously reviewed Fusion FN/FP/TP validation image retained for full-image semantic adjudication and optional pixel annotation.,yes,039_FP,热地面或余热,no,187.42364501953125,14.180620193481445,0.0,0.0,0.0177520751953125,G:\xiaz\FLAME 3 CV Dataset (Sycan Marsh)\Fire\RGB\Corrected FOV\00278.JPG,G:\xiaz\FLAME 3 CV Dataset (Sycan Marsh)\Fire\Thermal\Raw JPG\00278.JPG,G:\xiaz\FLAME 3 CV Dataset (Sycan Marsh)\Fire\Thermal\Celsius TIFF\00278.TIFF,G:\py2\experiments\flame3_temperature_pseudolabels_preregistered\train_mask_templates\fire\00278.png,C:\Users\钱鹏程QQ78293044\Documents\论文2\flame3_semantic_annotation_subset_150_20260808_final\pseudo_mask_seeds\A029.png
A030,val,reviewed_validation,fire/00394,C:\Users\钱鹏程QQ78293044\Documents\论文2\flame3_semantic_annotation_subset_150_20260808_final\visuals\A030_fire_00394.jpg,Fire,00394,,,,,,,,,not_started,,,2022-10-25 16:53:40,0a,,Previously reviewed Fusion FN/FP/TP validation image retained for full-image semantic adjudication and optional pixel annotation.,yes,040_FP,热地面或余热,no,187.42364501953125,13.929574966430664,0.0,0.0,0.0153167724609375,G:\xiaz\FLAME 3 CV Dataset (Sycan Marsh)\Fire\RGB\Corrected FOV\00394.JPG,G:\xiaz\FLAME 3 CV Dataset (Sycan Marsh)\Fire\Thermal\Raw JPG\00394.JPG,G:\xiaz\FLAME 3 CV Dataset (Sycan Marsh)\Fire\Thermal\Celsius TIFF\00394.TIFF,G:\py2\experiments\flame3_temperature_pseudolabels_preregistered\train_mask_templates\fire\00394.png,C:\Users\钱鹏程QQ78293044\Documents\论文2\flame3_semantic_annotation_subset_150_20260808_final\pseudo_mask_seeds\A030.png
A031,val,reviewed_validation,fire/00458,C:\Users\钱鹏程QQ78293044\Documents\论文2\flame3_semantic_annotation_subset_150_20260808_final\visuals\A031_fire_00458.jpg,Fire,00458,,,,,,,,,not_started,,,2022-10-25 16:54:01,0a,,Previously reviewed Fusion FN/FP/TP validation image retained for full-image semantic adjudication and optional pixel annotation.,yes,041_FP,热地面或余热,no,187.42364501953125,15.777180671691895,0.0,0.0,0.0308502197265625,G:\xiaz\FLAME 3 CV Dataset (Sycan Marsh)\Fire\RGB\Corrected FOV\00458.JPG,G:\xiaz\FLAME 3 CV Dataset (Sycan Marsh)\Fire\Thermal\Raw JPG\00458.JPG,G:\xiaz\FLAME 3 CV Dataset (Sycan Marsh)\Fire\Thermal\Celsius TIFF\00458.TIFF,G:\py2\experiments\flame3_temperature_pseudolabels_preregistered\train_mask_templates\fire\00458.png,C:\Users\钱鹏程QQ78293044\Documents\论文2\flame3_semantic_annotation_subset_150_20260808_final\pseudo_mask_seeds\A031.png
A032,val,reviewed_validation,fire/00249,C:\Users\钱鹏程QQ78293044\Documents\论文2\flame3_semantic_annotation_subset_150_20260808_final\visuals\A032_fire_00249.jpg,Fire,00249,,,,,,,,,not_started,,,2022-10-27 17:11:40,6,,Previously reviewed Fusion FN/FP/TP validation image retained for full-image semantic adjudication and optional pixel annotation.,yes,046_FP,RGB/IR错位,yes,446.3293762207031,13.351144790649414,0.0061309814453125,0.0156494140625,0.0044464111328125,G:\xiaz\FLAME 3 CV Dataset (Sycan Marsh)\Fire\RGB\Corrected FOV\00249.JPG,G:\xiaz\FLAME 3 CV Dataset (Sycan Marsh)\Fire\Thermal\Raw JPG\00249.JPG,G:\xiaz\FLAME 3 CV Dataset (Sycan Marsh)\Fire\Thermal\Celsius TIFF\00249.TIFF,G:\py2\experiments\flame3_temperature_pseudolabels_preregistered\train_mask_templates\fire\00249.png,C:\Users\钱鹏程QQ78293044\Documents\论文2\flame3_semantic_annotation_subset_150_20260808_final\pseudo_mask_seeds\A032.png
A033,val,reviewed_validation,fire/00352,C:\Users\钱鹏程QQ78293044\Documents\论文2\flame3_semantic_annotation_subset_150_20260808_final\visuals\A033_fire_00352.jpg,Fire,00352,,,,,,,,,not_started,,,2022-10-27 17:11:34,6,,Previously reviewed Fusion FN/FP/TP validation image retained for full-image semantic adjudication and optional pixel annotation.,yes,047_FP;049_FP,火焰边缘,yes,442.2405090332031,13.794820785522461,0.0082672119140625,0.0196380615234375,0.0034942626953125,G:\xiaz\FLAME 3 CV Dataset (Sycan Marsh)\Fire\RGB\Corrected FOV\00352.JPG,G:\xiaz\FLAME 3 CV Dataset (Sycan Marsh)\Fire\Thermal\Raw JPG\00352.JPG,G:\xiaz\FLAME 3 CV Dataset (Sycan Marsh)\Fire\Thermal\Celsius TIFF\00352.TIFF,G:\py2\experiments\flame3_temperature_pseudolabels_preregistered\train_mask_templates\fire\00352.png,C:\Users\钱鹏程QQ78293044\Documents\论文2\flame3_semantic_annotation_subset_150_20260808_final\pseudo_mask_seeds\A033.png
A034,val,reviewed_validation,fire/00184,C:\Users\钱鹏程QQ78293044\Documents\论文2\flame3_semantic_annotation_subset_150_20260808_final\visuals\A034_fire_00184.jpg,Fire,00184,,,,,,,,,not_started,,,2022-10-26 18:59:51,2,,Previously reviewed Fusion FN/FP/TP validation image retained for full-image semantic adjudication and optional pixel annotation.,yes,048_FP,烟雾遮挡,yes,578.2823486328125,17.214685440063477,0.01474609375,0.0279754638671875,0.0013702392578125,G:\xiaz\FLAME 3 CV Dataset (Sycan Marsh)\Fire\RGB\Corrected FOV\00184.JPG,G:\xiaz\FLAME 3 CV Dataset (Sycan Marsh)\Fire\Thermal\Raw JPG\00184.JPG,G:\xiaz\FLAME 3 CV Dataset (Sycan Marsh)\Fire\Thermal\Celsius TIFF\00184.TIFF,G:\py2\experiments\flame3_temperature_pseudolabels_preregistered\train_mask_templates\fire\00184.png,C:\Users\钱鹏程QQ78293044\Documents\论文2\flame3_semantic_annotation_subset_150_20260808_final\pseudo_mask_seeds\A034.png
A035,val,reviewed_validation,fire/00455,C:\Users\钱鹏程QQ78293044\Documents\论文2\flame3_semantic_annotation_subset_150_20260808_final\visuals\A035_fire_00455.jpg,Fire,00455,,,,,,,,,not_started,,,2022-10-27 17:11:37,6,,Previously reviewed Fusion FN/FP/TP validation image retained for full-image semantic adjudication and optional pixel annotation.,yes,050_FP;066_TP,火焰边缘,yes,428.8937683105469,13.252385139465332,0.0074127197265625,0.01767578125,0.00264892578125,G:\xiaz\FLAME 3 CV Dataset (Sycan Marsh)\Fire\RGB\Corrected FOV\00455.JPG,G:\xiaz\FLAME 3 CV Dataset (Sycan Marsh)\Fire\Thermal\Raw JPG\00455.JPG,G:\xiaz\FLAME 3 CV Dataset (Sycan Marsh)\Fire\Thermal\Celsius TIFF\00455.TIFF,G:\py2\experiments\flame3_temperature_pseudolabels_preregistered\train_mask_templates\fire\00455.png,C:\Users\钱鹏程QQ78293044\Documents\论文2\flame3_semantic_annotation_subset_150_20260808_final\pseudo_mask_seeds\A035.png
A036,val,reviewed_validation,fire/00022,C:\Users\钱鹏程QQ78293044\Documents\论文2\flame3_semantic_annotation_subset_150_20260808_final\visuals\A036_fire_00022.jpg,Fire,00022,,,,,,,,,not_started,,,2022-10-26 19:00:00,2,,Previously reviewed Fusion FN/FP/TP validation image retained for full-image semantic adjudication and optional pixel annotation.,yes,051_TP,,yes,608.6897583007812,15.372579574584961,0.0089569091796875,0.0190521240234375,0.001788330078125,G:\xiaz\FLAME 3 CV Dataset (Sycan Marsh)\Fire\RGB\Corrected FOV\00022.JPG,G:\xiaz\FLAME 3 CV Dataset (Sycan Marsh)\Fire\Thermal\Raw JPG\00022.JPG,G:\xiaz\FLAME 3 CV Dataset (Sycan Marsh)\Fire\Thermal\Celsius TIFF\00022.TIFF,G:\py2\experiments\flame3_temperature_pseudolabels_preregistered\train_mask_templates\fire\00022.png,C:\Users\钱鹏程QQ78293044\Documents\论文2\flame3_semantic_annotation_subset_150_20260808_final\pseudo_mask_seeds\A036.png
A037,val,reviewed_validation,fire/00110,C:\Users\钱鹏程QQ78293044\Documents\论文2\flame3_semantic_annotation_subset_150_20260808_final\visuals\A037_fire_00110.jpg,Fire,00110,,,,,,,,,not_started,,,2022-10-26 18:59:24,2,,Previously reviewed Fusion FN/FP/TP validation image retained for full-image semantic adjudication and optional pixel annotation.,yes,052_TP,,yes,608.6897583007812,29.89663314819336,0.043597412109375,0.043072509765625,0.0026519775390625,G:\xiaz\FLAME 3 CV Dataset (Sycan Marsh)\Fire\RGB\Corrected FOV\00110.JPG,G:\xiaz\FLAME 3 CV Dataset (Sycan Marsh)\Fire\Thermal\Raw JPG\00110.JPG,G:\xiaz\FLAME 3 CV Dataset (Sycan Marsh)\Fire\Thermal\Celsius TIFF\00110.TIFF,G:\py2\experiments\flame3_temperature_pseudolabels_preregistered\train_mask_templates\fire\00110.png,C:\Users\钱鹏程QQ78293044\Documents\论文2\flame3_semantic_annotation_subset_150_20260808_final\pseudo_mask_seeds\A037.png
A038,val,reviewed_validation,fire/00075,C:\Users\钱鹏程QQ78293044\Documents\论文2\flame3_semantic_annotation_subset_150_20260808_final\visuals\A038_fire_00075.jpg,Fire,00075,,,,,,,,,not_started,,,2022-10-26 18:59:39,2,,Previously reviewed Fusion FN/FP/TP validation image retained for full-image semantic adjudication and optional pixel annotation.,yes,054_TP;063_TP,,yes,608.6897583007812,14.5587739944458,0.009979248046875,0.019219970703125,0.001165771484375,G:\xiaz\FLAME 3 CV Dataset (Sycan Marsh)\Fire\RGB\Corrected FOV\00075.JPG,G:\xiaz\FLAME 3 CV Dataset (Sycan Marsh)\Fire\Thermal\Raw JPG\00075.JPG,G:\xiaz\FLAME 3 CV Dataset (Sycan Marsh)\Fire\Thermal\Celsius TIFF\00075.TIFF,G:\py2\experiments\flame3_temperature_pseudolabels_preregistered\train_mask_templates\fire\00075.png,C:\Users\钱鹏程QQ78293044\Documents\论文2\flame3_semantic_annotation_subset_150_20260808_final\pseudo_mask_seeds\A038.png
A039,val,reviewed_validation,fire/00111,C:\Users\钱鹏程QQ78293044\Documents\论文2\flame3_semantic_annotation_subset_150_20260808_final\visuals\A039_fire_00111.jpg,Fire,00111,,,,,,,,,not_started,,,2022-10-26 18:59:48,2,,Previously reviewed Fusion FN/FP/TP validation image retained for full-image semantic adjudication and optional pixel annotation.,yes,055_TP;060_TP,,yes,608.6897583007812,17.486560821533203,0.017816162109375,0.026629638671875,0.00142822265625,G:\xiaz\FLAME 3 CV Dataset (Sycan Marsh)\Fire\RGB\Corrected FOV\00111.JPG,G:\xiaz\FLAME 3 CV Dataset (Sycan Marsh)\Fire\Thermal\Raw JPG\00111.JPG,G:\xiaz\FLAME 3 CV Dataset (Sycan Marsh)\Fire\Thermal\Celsius TIFF\00111.TIFF,G:\py2\experiments\flame3_temperature_pseudolabels_preregistered\train_mask_templates\fire\00111.png,C:\Users\钱鹏程QQ78293044\Documents\论文2\flame3_semantic_annotation_subset_150_20260808_final\pseudo_mask_seeds\A039.png
A040,val,reviewed_validation,fire/00305,C:\Users\钱鹏程QQ78293044\Documents\论文2\flame3_semantic_annotation_subset_150_20260808_final\visuals\A040_fire_00305.jpg,Fire,00305,,,,,,,,,not_started,,,2022-10-27 17:11:31,6,,Previously reviewed Fusion FN/FP/TP validation image retained for full-image semantic adjudication and optional pixel annotation.,yes,056_TP,,yes,477.1745910644531,14.801180839538574,0.0123016357421875,0.0278564453125,0.00234375,G:\xiaz\FLAME 3 CV Dataset (Sycan Marsh)\Fire\RGB\Corrected FOV\00305.JPG,G:\xiaz\FLAME 3 CV Dataset (Sycan Marsh)\Fire\Thermal\Raw JPG\00305.JPG,G:\xiaz\FLAME 3 CV Dataset (Sycan Marsh)\Fire\Thermal\Celsius TIFF\00305.TIFF,G:\py2\experiments\flame3_temperature_pseudolabels_preregistered\train_mask_templates\fire\00305.png,C:\Users\钱鹏程QQ78293044\Documents\论文2\flame3_semantic_annotation_subset_150_20260808_final\pseudo_mask_seeds\A040.png
A041,val,reviewed_validation,fire/00431,C:\Users\钱鹏程QQ78293044\Documents\论文2\flame3_semantic_annotation_subset_150_20260808_final\visuals\A041_fire_00431.jpg,Fire,00431,,,,,,,,,not_started,,,2022-10-26 19:00:57,2,,Previously reviewed Fusion FN/FP/TP validation image retained for full-image semantic adjudication and optional pixel annotation.,yes,057_TP;059_TP,,yes,608.6897583007812,9.111157417297363,0.01246337890625,0.0238067626953125,0.001531982421875,G:\xiaz\FLAME 3 CV Dataset (Sycan Marsh)\Fire\RGB\Corrected FOV\00431.JPG,G:\xiaz\FLAME 3 CV Dataset (Sycan Marsh)\Fire\Thermal\Raw JPG\00431.JPG,G:\xiaz\FLAME 3 CV Dataset (Sycan Marsh)\Fire\Thermal\Celsius TIFF\00431.TIFF,G:\py2\experiments\flame3_temperature_pseudolabels_preregistered\train_mask_templates\fire\00431.png,C:\Users\钱鹏程QQ78293044\Documents\论文2\flame3_semantic_annotation_subset_150_20260808_final\pseudo_mask_seeds\A041.png
A042,val,reviewed_validation,fire/00612,C:\Users\钱鹏程QQ78293044\Documents\论文2\flame3_semantic_annotation_subset_150_20260808_final\visuals\A042_fire_00612.jpg,Fire,00612,,,,,,,,,not_started,,,2022-10-27 17:11:49,6,,Previously reviewed Fusion FN/FP/TP validation image retained for full-image semantic adjudication and optional pixel annotation.,yes,061_TP,,yes,518.249755859375,24.604984283447266,0.01917724609375,0.0424041748046875,0.005303955078125,G:\xiaz\FLAME 3 CV Dataset (Sycan Marsh)\Fire\RGB\Corrected FOV\00612.JPG,G:\xiaz\FLAME 3 CV Dataset (Sycan Marsh)\Fire\Thermal\Raw JPG\00612.JPG,G:\xiaz\FLAME 3 CV Dataset (Sycan Marsh)\Fire\Thermal\Celsius TIFF\00612.TIFF,G:\py2\experiments\flame3_temperature_pseudolabels_preregistered\train_mask_templates\fire\00612.png,C:\Users\钱鹏程QQ78293044\Documents\论文2\flame3_semantic_annotation_subset_150_20260808_final\pseudo_mask_seeds\A042.png
A043,val,reviewed_validation,fire/00463,C:\Users\钱鹏程QQ78293044\Documents\论文2\flame3_semantic_annotation_subset_150_20260808_final\visuals\A043_fire_00463.jpg,Fire,00463,,,,,,,,,not_started,,,2022-10-26 19:00:36,2,,Previously reviewed Fusion FN/FP/TP validation image retained for full-image semantic adjudication and optional pixel annotation.,yes,062_TP;069_TP,,yes,530.8574829101562,6.0930986404418945,0.0075042724609375,0.01668701171875,0.0012237548828125,G:\xiaz\FLAME 3 CV Dataset (Sycan Marsh)\Fire\RGB\Corrected FOV\00463.JPG,G:\xiaz\FLAME 3 CV Dataset (Sycan Marsh)\Fire\Thermal\Raw JPG\00463.JPG,G:\xiaz\FLAME 3 CV Dataset (Sycan Marsh)\Fire\Thermal\Celsius TIFF\00463.TIFF,G:\py2\experiments\flame3_temperature_pseudolabels_preregistered\train_mask_templates\fire\00463.png,C:\Users\钱鹏程QQ78293044\Documents\论文2\flame3_semantic_annotation_subset_150_20260808_final\pseudo_mask_seeds\A043.png
A044,val,reviewed_validation,fire/00380,C:\Users\钱鹏程QQ78293044\Documents\论文2\flame3_semantic_annotation_subset_150_20260808_final\visuals\A044_fire_00380.jpg,Fire,00380,,,,,,,,,not_started,,,2022-10-26 19:00:06,2,,Previously reviewed Fusion FN/FP/TP validation image retained for full-image semantic adjudication and optional pixel annotation.,yes,064_TP,,yes,535.6730346679688,13.113367080688477,0.0046905517578125,0.0137298583984375,0.0015350341796875,G:\xiaz\FLAME 3 CV Dataset (Sycan Marsh)\Fire\RGB\Corrected FOV\00380.JPG,G:\xiaz\FLAME 3 CV Dataset (Sycan Marsh)\Fire\Thermal\Raw JPG\00380.JPG,G:\xiaz\FLAME 3 CV Dataset (Sycan Marsh)\Fire\Thermal\Celsius TIFF\00380.TIFF,G:\py2\experiments\flame3_temperature_pseudolabels_preregistered\train_mask_templates\fire\00380.png,C:\Users\钱鹏程QQ78293044\Documents\论文2\flame3_semantic_annotation_subset_150_20260808_final\pseudo_mask_seeds\A044.png
A045,val,reviewed_validation,fire/00304,C:\Users\钱鹏程QQ78293044\Documents\论文2\flame3_semantic_annotation_subset_150_20260808_final\visuals\A045_fire_00304.jpg,Fire,00304,,,,,,,,,not_started,,,2022-10-26 19:00:48,2,,Previously reviewed Fusion FN/FP/TP validation image retained for full-image semantic adjudication and optional pixel annotation.,yes,065_TP,,yes,568.798583984375,12.348508834838867,0.019036865234375,0.0265045166015625,0.0020172119140625,G:\xiaz\FLAME 3 CV Dataset (Sycan Marsh)\Fire\RGB\Corrected FOV\00304.JPG,G:\xiaz\FLAME 3 CV Dataset (Sycan Marsh)\Fire\Thermal\Raw JPG\00304.JPG,G:\xiaz\FLAME 3 CV Dataset (Sycan Marsh)\Fire\Thermal\Celsius TIFF\00304.TIFF,G:\py2\experiments\flame3_temperature_pseudolabels_preregistered\train_mask_templates\fire\00304.png,C:\Users\钱鹏程QQ78293044\Documents\论文2\flame3_semantic_annotation_subset_150_20260808_final\pseudo_mask_seeds\A045.png
A046,val,reviewed_validation,fire/00274,C:\Users\钱鹏程QQ78293044\Documents\论文2\flame3_semantic_annotation_subset_150_20260808_final\visuals\A046_fire_00274.jpg,Fire,00274,,,,,,,,,not_started,,,2022-10-27 17:11:10,6,,Previously reviewed Fusion FN/FP/TP validation image retained for full-image semantic adjudication and optional pixel annotation.,yes,068_TP,,yes,531.6697998046875,17.169334411621094,0.02099609375,0.0303558349609375,0.0016204833984375,G:\xiaz\FLAME 3 CV Dataset (Sycan Marsh)\Fire\RGB\Corrected FOV\00274.JPG,G:\xiaz\FLAME 3 CV Dataset (Sycan Marsh)\Fire\Thermal\Raw JPG\00274.JPG,G:\xiaz\FLAME 3 CV Dataset (Sycan Marsh)\Fire\Thermal\Celsius TIFF\00274.TIFF,G:\py2\experiments\flame3_temperature_pseudolabels_preregistered\train_mask_templates\fire\00274.png,C:\Users\钱鹏程QQ78293044\Documents\论文2\flame3_semantic_annotation_subset_150_20260808_final\pseudo_mask_seeds\A046.png
A047,val,reviewed_validation,fire/00572,C:\Users\钱鹏程QQ78293044\Documents\论文2\flame3_semantic_annotation_subset_150_20260808_final\visuals\A047_fire_00572.jpg,Fire,00572,,,,,,,,,not_started,,,2022-10-26 19:00:03,2,,Previously reviewed Fusion FN/FP/TP validation image retained for full-image semantic adjudication and optional pixel annotation.,yes,070_TP,,yes,608.6897583007812,15.002656936645508,0.0075836181640625,0.0199981689453125,0.0021575927734375,G:\xiaz\FLAME 3 CV Dataset (Sycan Marsh)\Fire\RGB\Corrected FOV\00572.JPG,G:\xiaz\FLAME 3 CV Dataset (Sycan Marsh)\Fire\Thermal\Raw JPG\00572.JPG,G:\xiaz\FLAME 3 CV Dataset (Sycan Marsh)\Fire\Thermal\Celsius TIFF\00572.TIFF,G:\py2\experiments\flame3_temperature_pseudolabels_preregistered\train_mask_templates\fire\00572.png,C:\Users\钱鹏程QQ78293044\Documents\论文2\flame3_semantic_annotation_subset_150_20260808_final\pseudo_mask_seeds\A047.png
A048,train,empty_fire_hotspot,fire/00137,C:\Users\钱鹏程QQ78293044\Documents\论文2\flame3_semantic_annotation_subset_150_20260808_final\visuals\A048_fire_00137.jpg,Fire,00137,,,,,,,,,not_started,,,2022-10-25 16:59:59,0b,,Fire-folder frame with an empty pseudo Fire core but strong thermal activity; review residual heat versus obscured active combustion.,no,,,,187.42364501953125,10.957987785339355,0.0,0.0,0.011309814453125,G:\xiaz\FLAME 3 CV Dataset (Sycan Marsh)\Fire\RGB\Corrected FOV\00137.JPG,G:\xiaz\FLAME 3 CV Dataset (Sycan Marsh)\Fire\Thermal\Raw JPG\00137.JPG,G:\xiaz\FLAME 3 CV Dataset (Sycan Marsh)\Fire\Thermal\Celsius TIFF\00137.TIFF,G:\py2\experiments\flame3_temperature_pseudolabels_preregistered\train_mask_templates\fire\00137.png,C:\Users\钱鹏程QQ78293044\Documents\论文2\flame3_semantic_annotation_subset_150_20260808_final\pseudo_mask_seeds\A048.png
A049,train,empty_fire_hotspot,fire/00531,C:\Users\钱鹏程QQ78293044\Documents\论文2\flame3_semantic_annotation_subset_150_20260808_final\visuals\A049_fire_00531.jpg,Fire,00531,,,,,,,,,not_started,,,2022-10-25 17:04:36,0b,,Fire-folder frame with an empty pseudo Fire core but strong thermal activity; review residual heat versus obscured active combustion.,no,,,,108.2468490600586,11.194328308105469,0.0,0.0,3.0517578125e-05,G:\xiaz\FLAME 3 CV Dataset (Sycan Marsh)\Fire\RGB\Corrected FOV\00531.JPG,G:\xiaz\FLAME 3 CV Dataset (Sycan Marsh)\Fire\Thermal\Raw JPG\00531.JPG,G:\xiaz\FLAME 3 CV Dataset (Sycan Marsh)\Fire\Thermal\Celsius TIFF\00531.TIFF,G:\py2\experiments\flame3_temperature_pseudolabels_preregistered\train_mask_templates\fire\00531.png,C:\Users\钱鹏程QQ78293044\Documents\论文2\flame3_semantic_annotation_subset_150_20260808_final\pseudo_mask_seeds\A049.png
A050,train,empty_fire_hotspot,fire/00070,C:\Users\钱鹏程QQ78293044\Documents\论文2\flame3_semantic_annotation_subset_150_20260808_final\visuals\A050_fire_00070.jpg,Fire,00070,,,,,,,,,not_started,,,2022-10-25 17:02:17,0b,,Fire-folder frame with an empty pseudo Fire core but strong thermal activity; review residual heat versus obscured active combustion.,no,,,,187.42364501953125,9.446511268615723,0.0,0.0,0.004638671875,G:\xiaz\FLAME 3 CV Dataset (Sycan Marsh)\Fire\RGB\Corrected FOV\00070.JPG,G:\xiaz\FLAME 3 CV Dataset (Sycan Marsh)\Fire\Thermal\Raw JPG\00070.JPG,G:\xiaz\FLAME 3 CV Dataset (Sycan Marsh)\Fire\Thermal\Celsius TIFF\00070.TIFF,G:\py2\experiments\flame3_temperature_pseudolabels_preregistered\train_mask_templates\fire\00070.png,C:\Users\钱鹏程QQ78293044\Documents\论文2\flame3_semantic_annotation_subset_150_20260808_final\pseudo_mask_seeds\A050.png
A051,train,empty_fire_hotspot,fire/00091,C:\Users\钱鹏程QQ78293044\Documents\论文2\flame3_semantic_annotation_subset_150_20260808_final\visuals\A051_fire_00091.jpg,Fire,00091,,,,,,,,,not_started,,,2022-10-25 16:58:53,0b,,Fire-folder frame with an empty pseudo Fire core but strong thermal activity; review residual heat versus obscured active combustion.,no,,,,186.63720703125,2.7073705196380615,0.0,0.0,0.0013092041015625,G:\xiaz\FLAME 3 CV Dataset (Sycan Marsh)\Fire\RGB\Corrected FOV\00091.JPG,G:\xiaz\FLAME 3 CV Dataset (Sycan Marsh)\Fire\Thermal\Raw JPG\00091.JPG,G:\xiaz\FLAME 3 CV Dataset (Sycan Marsh)\Fire\Thermal\Celsius TIFF\00091.TIFF,G:\py2\experiments\flame3_temperature_pseudolabels_preregistered\train_mask_templates\fire\00091.png,C:\Users\钱鹏程QQ78293044\Documents\论文2\flame3_semantic_annotation_subset_150_20260808_final\pseudo_mask_seeds\A051.png
A052,train,empty_fire_hotspot,fire/00334,C:\Users\钱鹏程QQ78293044\Documents\论文2\flame3_semantic_annotation_subset_150_20260808_final\visuals\A052_fire_00334.jpg,Fire,00334,,,,,,,,,not_started,,,2022-10-25 17:00:48,0b,,Fire-folder frame with an empty pseudo Fire core but strong thermal activity; review residual heat versus obscured active combustion.,no,,,,186.35116577148438,8.900888442993164,0.0,0.0,0.0031585693359375,G:\xiaz\FLAME 3 CV Dataset (Sycan Marsh)\Fire\RGB\Corrected FOV\00334.JPG,G:\xiaz\FLAME 3 CV Dataset (Sycan Marsh)\Fire\Thermal\Raw JPG\00334.JPG,G:\xiaz\FLAME 3 CV Dataset (Sycan Marsh)\Fire\Thermal\Celsius TIFF\00334.TIFF,G:\py2\experiments\flame3_temperature_pseudolabels_preregistered\train_mask_templates\fire\00334.png,C:\Users\钱鹏程QQ78293044\Documents\论文2\flame3_semantic_annotation_subset_150_20260808_final\pseudo_mask_seeds\A052.png
